transaction_id,customer_id,bank_id,transaction_datetime,transaction_type,channel,amount,currency,location_id,counterparty_country,beneficiary_type,description,country_risk_score,home_country_code,pep_flag,kyc_status
T0005764,C00243,B005,2025-01-12 17:01:00,Card,Branch,3594.18,GBP,L010,AU,Business,Cash,2,CH,0,Verified
T0005561,C00138,B006,2025-01-12 17:49:00,Card,Branch,310.87,GBP,L009,CA,Individual,Payment,2,DE,0,Verified
T0001073,C00259,B004,2025-01-12 20:47:00,Card,Branch,770.11,GBP,L008,US,Business,Cash,2,SG,0,Verified
T0001996,C00036,B011,2025-01-12 22:03:00,Transfer,Mobile,253.0,GBP,L013,NG,Individual,Purchase,5,FR,0,Verified
T0000399,C00101,B004,2025-01-12 23:24:00,Card,Online,465.41,GBP,L017,CH,Business,Payment,2,PL,0,Verified
T0003592,C00109,B001,2025-01-12 23:59:00,Cash Withdrawal,Online,1827.58,GBP,L019,IN,Individual,Purchase,3,NG,0,Verified
T0005010,C00179,B006,2025-01-13 00:14:00,Transfer,ATM,294.85,GBP,L008,US,Business,Purchase,2,AU,0,Verified
T0005019,C00087,B008,2025-01-13 06:18:00,Card,Online,200.18,GBP,L006,NL,Individual,Salary,1,BR,0,Verified
T0000601,C00001,B009,2025-01-13 09:04:00,Card,Branch,1756.1,GBP,L006,NL,Individual,Payment,1,IE,0,Verified
T0005968,C00011,B011,2025-01-13 09:06:00,Transfer,Mobile,442.86,GBP,L014,BR,Business,Payment,3,IE,0,Verified
T0002325,C00197,B009,2025-01-13 10:29:00,Transfer,Online,977.81,GBP,L013,NG,Individual,Invoice,5,AU,0,Verified
T0000409,C00083,B008,2025-01-13 11:24:00,International Transfer,Online,633.7,GBP,L003,DE,Business,Transfer,1,BR,0,Verified
T0003791,C00077,B001,2025-01-13 12:04:00,Card,Branch,520.3,GBP,L016,HK,Business,Salary,3,IE,0,Review Required
T0002492,C00268,B007,2025-01-13 12:27:00,International Transfer,Online,1552.54,GBP,L014,BR,Business,Salary,3,US,0,Verified
T0005027,C00278,B004,2025-01-13 12:29:00,Card,Online,490.94,GBP,L001,GB,Individual,Salary,1,DE,0,Verified
T0003230,C00296,B009,2025-01-13 12:30:00,Cash Deposit,Branch,1050.77,GBP,L018,PL,Business,Invoice,2,TR,0,Verified
T0005912,C00048,B005,2025-01-13 15:22:00,Transfer,Mobile,807.35,GBP,L014,BR,Individual,Purchase,3,PL,0,Verified
T0002017,C00115,B007,2025-01-13 16:44:00,Card,ATM,1651.05,GBP,L001,GB,Own Account,Salary,1,NL,0,Verified
T0000080,C00256,B010,2025-01-13 17:11:00,International Transfer,Branch,640.07,GBP,L002,FR,Business,Cash,1,AU,0,Verified
T0005073,C00211,B009,2025-01-13 17:53:00,Card,Branch,3078.16,GBP,L010,AU,Business,Salary,2,AE,1,Verified
T0003889,C00093,B001,2025-01-13 18:25:00,Card,Mobile,2948.35,GBP,L004,ES,Business,Purchase,1,IE,0,Review Required
T0000607,C00150,B012,2025-01-13 19:18:00,Cash Deposit,Branch,3282.7,GBP,L001,GB,Business,Invoice,1,FR,0,Verified
T0002792,C00190,B007,2025-01-13 20:05:00,Transfer,Online,939.96,GBP,L011,AE,Individual,Transfer,4,SG,0,Verified
T0000170,C00251,B008,2025-01-13 20:08:00,Card,Branch,1380.99,GBP,L002,FR,Business,Salary,1,ZA,0,Verified
T0005042,C00273,B010,2025-01-13 22:23:00,Card,Online,1275.95,GBP,L020,ZA,Individual,Salary,3,ES,0,Verified
T0005761,C00100,B001,2025-01-13 22:28:00,Transfer,ATM,544.76,GBP,L002,FR,Own Account,Purchase,1,SG,0,Verified
T0005943,C00146,B009,2025-01-13 23:22:00,Card,Online,2327.6,GBP,L010,AU,Individual,Cash,2,FR,0,Verified
T0002208,C00212,B007,2025-01-14 01:28:00,Transfer,Mobile,2241.89,GBP,L009,CA,Business,Salary,2,PL,0,Verified
T0000153,C00041,B006,2025-01-14 02:28:00,Cash Withdrawal,Online,488.91,GBP,L008,US,Business,Cash,2,AE,0,Verified
T0005478,C00142,B009,2025-01-14 02:50:00,Transfer,ATM,356.17,GBP,L014,BR,Own Account,Transfer,3,PL,0,Verified
T0005710,C00012,B010,2025-01-14 04:20:00,Cash Deposit,Online,2618.61,GBP,L009,CA,Own Account,Cash,2,PL,0,Verified
T0005453,C00032,B003,2025-01-14 05:00:00,Transfer,Mobile,686.45,GBP,L017,CH,Individual,Cash,2,PL,0,Verified
T0002375,C00060,B009,2025-01-14 06:37:00,Card,Mobile,259.92,GBP,L004,ES,Own Account,Payment,1,SG,0,Review Required
T0002846,C00026,B012,2025-01-14 13:09:00,Card,Branch,919.42,GBP,L012,TR,Individual,Transfer,4,IT,0,Review Required
T0002514,C00125,B005,2025-01-14 13:20:00,Card,Mobile,121.16,GBP,L003,DE,Individual,Transfer,1,US,0,Verified
T0000837,C00227,B004,2025-01-14 13:29:00,Transfer,Online,169.38,GBP,L007,IE,Own Account,Purchase,1,IE,0,Verified
T0002423,C00047,B010,2025-01-14 13:41:00,Card,Online,1065.39,GBP,L002,FR,Individual,Payment,1,NG,0,Verified
T0005796,C00184,B004,2025-01-14 14:20:00,Card,Online,483.75,GBP,L004,ES,Own Account,Invoice,1,HK,0,Verified
T0003316,C00246,B006,2025-01-14 18:10:00,Card,Online,4181.25,GBP,L010,AU,Business,Invoice,2,ES,0,Verified
T0005994,C00228,B012,2025-01-14 20:37:00,Card,ATM,2033.72,GBP,L015,SG,Individual,Salary,2,ZA,0,Verified
T0002584,C00083,B010,2025-01-14 22:06:00,Transfer,Mobile,1832.08,GBP,L011,AE,Individual,Salary,4,BR,0,Verified
T0003112,C00280,B007,2025-01-14 22:30:00,Card,Online,469.9,GBP,L013,NG,Business,Purchase,5,AE,0,Verified
T0001242,C00085,B001,2025-01-14 23:43:00,Card,ATM,962.22,GBP,L014,BR,Individual,Cash,3,ES,0,Verified
T0002300,C00038,B001,2025-01-14 23:44:00,Transfer,Mobile,1441.9,GBP,L013,NG,Business,Payment,5,US,0,Verified
T0001916,C00257,B011,2025-01-15 00:11:00,Cash Deposit,Branch,815.4,GBP,L007,IE,Business,Invoice,1,IT,0,Verified
T0002341,C00070,B008,2025-01-15 01:14:00,Cash Withdrawal,ATM,226.24,GBP,L020,ZA,Business,Cash,3,AU,0,Verified
T0004373,C00152,B001,2025-01-15 02:09:00,International Transfer,Branch,640.01,GBP,L004,ES,Individual,Salary,1,ZA,0,Verified
T0000734,C00253,B007,2025-01-15 02:09:00,Cash Withdrawal,Online,626.82,GBP,L002,FR,Business,Salary,1,PL,0,Verified
T0002852,C00133,B006,2025-01-15 03:43:00,International Transfer,Mobile,120.28,GBP,L011,AE,Own Account,Invoice,4,NG,0,Verified
T0004655,C00055,B007,2025-01-15 04:41:00,Card,Mobile,1164.44,GBP,L007,IE,Own Account,Purchase,1,CA,0,Verified
T0002629,C00165,B002,2025-01-15 05:59:00,International Transfer,ATM,769.75,GBP,L018,PL,Business,Invoice,2,US,0,Review Required
T0003908,C00030,B005,2025-01-15 06:34:00,Card,ATM,193.58,GBP,L005,IT,Own Account,Transfer,1,PL,0,Verified
T0003083,C00117,B010,2025-01-15 06:47:00,Card,Branch,1858.83,GBP,L001,GB,Own Account,Invoice,1,BR,0,Verified
T0003331,C00169,B007,2025-01-15 08:59:00,Card,Mobile,182.62,GBP,L004,ES,Individual,Invoice,1,AE,0,Verified
T0000457,C00182,B004,2025-01-15 10:13:00,International Transfer,Online,161.41,GBP,L014,BR,Individual,Cash,3,BR,0,Verified
T0001320,C00066,B010,2025-01-15 10:14:00,Card,Branch,1835.26,GBP,L003,DE,Individual,Purchase,1,CA,0,Verified
T0002028,C00067,B007,2025-01-15 12:28:00,Cash Deposit,Online,510.04,GBP,L008,US,Individual,Transfer,2,CA,0,Verified
T0005016,C00063,B001,2025-01-15 12:29:00,Cash Withdrawal,Branch,417.98,GBP,L015,SG,Individual,Salary,2,ES,0,Verified
T0000147,C00238,B008,2025-01-15 15:13:00,International Transfer,ATM,2347.43,GBP,L003,DE,Business,Payment,1,CH,0,Review Required
T0005570,C00110,B006,2025-01-15 16:02:00,Cash Deposit,Branch,124.53,GBP,L018,PL,Individual,Cash,2,PL,0,Verified
T0002669,C00055,B010,2025-01-15 16:55:00,Card,Mobile,49.4,GBP,L003,DE,Individual,Invoice,1,CA,0,Verified
T0005206,C00148,B011,2025-01-15 17:38:00,Card,Online,661.59,GBP,L002,FR,Business,Invoice,1,NL,0,Verified
T0005189,C00039,B009,2025-01-15 18:22:00,Transfer,Branch,852.95,GBP,L003,DE,Business,Purchase,1,BR,0,Verified
T0002292,C00252,B003,2025-01-15 19:45:00,Card,Online,2627.58,GBP,L012,TR,Individual,Invoice,4,IT,1,Verified
T0000483,C00092,B010,2025-01-15 20:30:00,International Transfer,Mobile,69.59,GBP,L006,NL,Individual,Invoice,1,ZA,0,Verified
T0005873,C00088,B011,2025-01-16 09:26:00,Transfer,ATM,2400.41,GBP,L018,PL,Business,Cash,2,AU,0,Verified
T0000374,C00295,B012,2025-01-16 10:57:00,Transfer,Online,422.45,GBP,L015,SG,Business,Payment,2,CH,0,Verified
T0003723,C00286,B012,2025-01-16 13:27:00,Transfer,ATM,348.95,GBP,L007,IE,Own Account,Purchase,1,IT,0,Verified
T0002241,C00034,B003,2025-01-16 14:38:00,Card,Online,1165.92,GBP,L012,TR,Own Account,Payment,4,US,0,Verified
T0003114,C00293,B010,2025-01-16 20:17:00,Card,Mobile,114.97,GBP,L001,GB,Individual,Salary,1,IT,0,Verified
T0001903,C00154,B006,2025-01-16 20:49:00,International Transfer,ATM,472.5,GBP,L009,CA,Business,Payment,2,ZA,0,Verified
T0002320,C00092,B002,2025-01-16 21:03:00,Cash Withdrawal,ATM,1633.77,GBP,L005,IT,Business,Cash,1,ZA,0,Verified
T0004129,C00109,B002,2025-01-16 22:53:00,Transfer,Branch,1996.75,GBP,L014,BR,Business,Cash,3,NG,0,Verified
T0001471,C00286,B003,2025-01-16 22:58:00,Card,Online,1945.51,GBP,L009,CA,Individual,Purchase,2,IT,0,Verified
T0005713,C00042,B007,2025-01-17 00:08:00,International Transfer,Mobile,1787.74,GBP,L008,US,Own Account,Purchase,2,PL,0,Verified
T0003562,C00179,B005,2025-01-17 00:47:00,Cash Withdrawal,ATM,349.64,GBP,L014,BR,Own Account,Payment,3,AU,0,Verified
T0001488,C00010,B002,2025-01-17 03:48:00,International Transfer,Online,1213.33,GBP,L020,ZA,Own Account,Purchase,3,SG,0,Verified
T0005767,C00221,B008,2025-01-17 04:29:00,Card,Online,1461.74,GBP,L003,DE,Individual,Cash,1,FR,0,Verified
T0003254,C00206,B005,2025-01-17 05:58:00,Transfer,Online,101.63,GBP,L005,IT,Business,Cash,1,NG,0,Verified
T0005123,C00246,B002,2025-01-17 07:44:00,Card,Mobile,162.95,GBP,L012,TR,Own Account,Payment,4,ES,0,Verified
T0003608,C00142,B009,2025-01-17 07:52:00,Card,Branch,529.4,GBP,L004,ES,Own Account,Payment,1,PL,0,Verified
T0003276,C00158,B012,2025-01-17 08:49:00,Card,ATM,1471.48,GBP,L013,NG,Individual,Salary,5,SG,0,Verified
T0005194,C00264,B004,2025-01-17 10:23:00,International Transfer,ATM,525.7,GBP,L013,NG,Business,Salary,5,IN,1,Verified
T0002353,C00001,B009,2025-01-17 11:05:00,Card,Online,695.86,GBP,L018,PL,Individual,Salary,2,IE,0,Verified
T0005392,C00061,B005,2025-01-17 13:45:00,Transfer,Mobile,3469.82,GBP,L011,AE,Own Account,Cash,4,CH,0,Verified
T0002259,C00271,B008,2025-01-17 16:37:00,Transfer,Mobile,428.88,GBP,L017,CH,Individual,Invoice,2,NG,0,Verified
T0000334,C00223,B003,2025-01-17 18:38:00,Card,Online,3783.66,GBP,L015,SG,Individual,Purchase,2,PL,0,Verified
T0005325,C00018,B011,2025-01-17 18:47:00,Card,Mobile,2186.64,GBP,L004,ES,Individual,Invoice,1,BR,0,Verified
T0001004,C00284,B010,2025-01-17 23:15:00,Cash Deposit,ATM,4770.03,GBP,L015,SG,Own Account,Salary,2,NG,0,Verified
T0005387,C00074,B012,2025-01-17 23:49:00,Card,ATM,1254.09,GBP,L008,US,Own Account,Purchase,2,AE,0,Verified
T0001754,C00134,B011,2025-01-18 01:07:00,International Transfer,ATM,1959.55,GBP,L005,IT,Individual,Invoice,1,IE,0,Verified
T0004831,C00191,B009,2025-01-18 01:52:00,Card,Mobile,1840.46,GBP,L014,BR,Own Account,Cash,3,IT,1,Verified
T0003852,C00283,B008,2025-01-18 02:10:00,Card,Mobile,1061.4,GBP,L008,US,Individual,Payment,2,AU,0,Verified
T0005757,C00292,B010,2025-01-18 06:42:00,Card,Branch,941.33,GBP,L008,US,Business,Cash,2,ZA,0,Verified
T0005784,C00133,B011,2025-01-18 07:12:00,Transfer,Branch,424.51,GBP,L015,SG,Own Account,Invoice,2,NG,0,Verified
T0005079,C00253,B008,2025-01-18 08:40:00,International Transfer,Branch,16090.03,GBP,L020,ZA,Own Account,Purchase,3,PL,0,Verified
T0005556,C00187,B005,2025-01-18 13:55:00,Card,Online,9407.39,GBP,L014,BR,Own Account,Transfer,3,BR,0,Verified
T0002910,C00220,B011,2025-01-18 13:58:00,Card,Online,279.08,GBP,L020,ZA,Own Account,Cash,3,SG,0,Verified
T0004993,C00132,B008,2025-01-18 15:57:00,Transfer,ATM,208.73,GBP,L015,SG,Individual,Purchase,2,SG,0,Verified
T0001691,C00278,B003,2025-01-18 16:36:00,Card,Mobile,2029.17,GBP,L004,ES,Individual,Purchase,1,DE,0,Verified
T0004186,C00163,B011,2025-01-18 17:33:00,Card,Mobile,1866.5,GBP,L017,CH,Business,Invoice,2,CH,0,Verified
T0001331,C00296,B012,2025-01-18 18:08:00,Card,ATM,1884.13,GBP,L011,AE,Own Account,Invoice,4,TR,0,Verified
T0003655,C00233,B009,2025-01-18 19:06:00,Transfer,Branch,1673.56,GBP,L005,IT,Business,Purchase,1,ES,0,Verified
T0000173,C00013,B003,2025-01-18 22:16:00,Cash Withdrawal,Branch,686.06,GBP,L012,TR,Own Account,Cash,4,PL,0,Verified
T0000095,C00140,B001,2025-01-19 01:15:00,Cash Deposit,Online,254.31,GBP,L011,AE,Business,Salary,4,PL,0,Verified
T0000533,C00274,B006,2025-01-19 01:58:00,Card,Branch,1199.15,GBP,L004,ES,Own Account,Purchase,1,NG,1,Verified
T0003041,C00023,B007,2025-01-19 02:37:00,Transfer,ATM,387.13,GBP,L005,IT,Business,Invoice,1,PL,0,Verified
T0000023,C00205,B005,2025-01-19 06:56:00,Card,ATM,3584.25,GBP,L012,TR,Individual,Invoice,4,TR,0,Review Required
T0004491,C00300,B003,2025-01-19 07:42:00,Card,Online,305.21,GBP,L005,IT,Own Account,Transfer,1,IT,0,Verified
T0003140,C00218,B012,2025-01-19 08:23:00,International Transfer,Online,184.61,GBP,L004,ES,Own Account,Salary,1,TR,0,Verified
T0004303,C00177,B008,2025-01-19 09:00:00,Transfer,Online,2700.17,GBP,L017,CH,Business,Invoice,2,PL,0,Verified
T0003066,C00030,B006,2025-01-19 10:38:00,Card,Mobile,775.55,GBP,L014,BR,Own Account,Purchase,3,PL,0,Verified
T0002765,C00285,B003,2025-01-19 10:52:00,Cash Deposit,Online,327.9,GBP,L020,ZA,Individual,Purchase,3,IN,0,Verified
T0001711,C00105,B001,2025-01-19 15:24:00,Cash Withdrawal,Online,334.36,GBP,L015,SG,Individual,Purchase,2,US,0,Verified
T0002319,C00022,B010,2025-01-19 18:01:00,International Transfer,ATM,63.64,GBP,L004,ES,Individual,Purchase,1,PL,0,Verified
T0005813,C00262,B008,2025-01-19 18:34:00,Transfer,ATM,1892.6,GBP,L005,IT,Own Account,Purchase,1,BR,0,Verified
T0001747,C00045,B012,2025-01-19 20:39:00,Card,Online,6864.13,GBP,L010,AU,Business,Payment,2,US,0,Verified
T0000479,C00172,B010,2025-01-19 21:19:00,Card,Online,3577.65,GBP,L019,IN,Individual,Invoice,3,NG,0,Verified
T0003841,C00055,B007,2025-01-20 01:15:00,Card,Mobile,848.44,GBP,L012,TR,Individual,Cash,4,CA,0,Verified
T0001523,C00075,B003,2025-01-20 03:19:00,Card,Mobile,356.12,GBP,L009,CA,Business,Invoice,2,ES,1,Verified
T0004817,C00065,B001,2025-01-20 03:27:00,Card,Online,837.22,GBP,L012,TR,Individual,Purchase,4,CA,0,Verified
T0004227,C00105,B007,2025-01-20 06:37:00,Cash Withdrawal,Mobile,1959.86,GBP,L005,IT,Business,Salary,1,US,0,Verified
T0002196,C00275,B001,2025-01-20 09:32:00,Transfer,Mobile,119.04,GBP,L006,NL,Own Account,Purchase,1,NL,0,Verified
T0005381,C00009,B010,2025-01-20 09:40:00,Card,Mobile,1651.57,GBP,L015,SG,Individual,Salary,2,AU,0,Verified
T0001424,C00145,B010,2025-01-20 09:40:00,Card,Branch,737.25,GBP,L009,CA,Individual,Payment,2,AU,0,Verified
T0005648,C00001,B011,2025-01-20 14:21:00,Transfer,Mobile,462.31,GBP,L005,IT,Individual,Transfer,1,IE,0,Verified
T0001936,C00175,B011,2025-01-20 15:19:00,Card,Online,207.21,GBP,L010,AU,Business,Purchase,2,AU,0,Verified
T0002222,C00112,B002,2025-01-20 15:46:00,Transfer,Branch,1212.74,GBP,L001,GB,Business,Salary,1,NG,0,Review Required
T0004937,C00129,B004,2025-01-20 16:08:00,Transfer,ATM,441.59,GBP,L002,FR,Individual,Invoice,1,BR,0,Verified
T0001891,C00037,B012,2025-01-20 18:33:00,Card,Online,1793.54,GBP,L015,SG,Individual,Purchase,2,HK,0,Verified
T0005970,C00103,B007,2025-01-20 19:09:00,International Transfer,Online,380.64,GBP,L004,ES,Own Account,Payment,1,US,0,Verified
T0004246,C00282,B005,2025-01-20 19:48:00,Transfer,Branch,2182.7,GBP,L009,CA,Individual,Salary,2,DE,0,Verified
T0001698,C00151,B009,2025-01-20 23:04:00,Transfer,Branch,1803.89,GBP,L009,CA,Individual,Purchase,2,US,0,Verified
T0003418,C00069,B011,2025-01-20 23:28:00,Card,ATM,7208.78,GBP,L008,US,Own Account,Invoice,2,TR,0,Verified
T0000742,C00295,B002,2025-01-20 23:30:00,International Transfer,Branch,999.27,GBP,L020,ZA,Individual,Salary,3,CH,0,Verified
T0005523,C00182,B004,2025-01-20 23:56:00,Transfer,Online,468.65,GBP,L007,IE,Individual,Transfer,1,BR,0,Verified
T0001713,C00292,B009,2025-01-21 00:46:00,Card,Mobile,445.19,GBP,L008,US,Business,Purchase,2,ZA,0,Verified
T0003146,C00274,B007,2025-01-21 01:08:00,Cash Deposit,Online,2120.83,GBP,L019,IN,Business,Transfer,3,NG,1,Verified
T0003397,C00178,B004,2025-01-21 02:39:00,Transfer,ATM,135.73,GBP,L013,NG,Individual,Transfer,5,ES,0,Verified
T0001937,C00155,B007,2025-01-21 03:28:00,Card,ATM,1636.08,GBP,L008,US,Own Account,Purchase,2,CA,0,Verified
T0003192,C00204,B005,2025-01-21 04:00:00,Transfer,Mobile,2048.34,GBP,L016,HK,Own Account,Invoice,3,NG,0,Verified
T0003469,C00057,B001,2025-01-21 05:47:00,Card,Mobile,327.38,GBP,L004,ES,Own Account,Cash,1,DE,0,Review Required
T0004754,C00028,B007,2025-01-21 07:22:00,Transfer,ATM,663.47,GBP,L015,SG,Business,Cash,2,ES,0,Verified
T0003266,C00092,B004,2025-01-21 09:31:00,Card,Mobile,218.42,GBP,L019,IN,Own Account,Invoice,3,ZA,0,Verified
T0004848,C00093,B007,2025-01-21 12:40:00,Cash Withdrawal,Mobile,397.21,GBP,L020,ZA,Individual,Salary,3,IE,0,Review Required
T0003684,C00273,B012,2025-01-21 12:44:00,Card,Branch,900.35,GBP,L008,US,Own Account,Cash,2,ES,0,Verified
T0004053,C00141,B009,2025-01-21 13:08:00,Card,Mobile,6835.69,GBP,L005,IT,Individual,Salary,1,US,0,Verified
T0004184,C00117,B012,2025-01-21 13:22:00,Transfer,Branch,2207.36,GBP,L018,PL,Business,Salary,2,BR,0,Verified
T0004441,C00004,B004,2025-01-21 18:11:00,Transfer,Online,2614.93,GBP,L018,PL,Own Account,Invoice,2,IT,0,Verified
T0000632,C00287,B012,2025-01-21 18:14:00,International Transfer,Mobile,485.43,GBP,L020,ZA,Own Account,Invoice,3,AE,0,Verified
T0004214,C00183,B005,2025-01-21 19:15:00,Card,ATM,127.31,GBP,L003,DE,Business,Cash,1,AU,0,Review Required
T0003458,C00270,B002,2025-01-21 20:56:00,Cash Deposit,Branch,192.48,GBP,L007,IE,Individual,Cash,1,IN,0,Verified
T0005306,C00255,B006,2025-01-21 23:55:00,Card,Online,1293.84,GBP,L013,NG,Business,Purchase,5,PL,0,Verified
T0002899,C00259,B006,2025-01-22 00:04:00,Card,Branch,699.09,GBP,L002,FR,Individual,Payment,1,SG,0,Verified
T0000223,C00068,B003,2025-01-22 03:36:00,Cash Deposit,ATM,461.48,GBP,L015,SG,Business,Salary,2,PL,0,Verified
T0005524,C00276,B007,2025-01-22 05:55:00,Card,Mobile,1199.31,GBP,L005,IT,Own Account,Salary,1,TR,0,Verified
T0004375,C00110,B004,2025-01-22 08:28:00,Card,Branch,627.55,GBP,L019,IN,Business,Salary,3,PL,0,Verified
T0003807,C00267,B004,2025-01-22 08:35:00,Cash Withdrawal,Mobile,1579.92,GBP,L020,ZA,Own Account,Purchase,3,HK,0,Verified
T0004349,C00194,B007,2025-01-22 09:13:00,Cash Deposit,Branch,329.32,GBP,L015,SG,Individual,Invoice,2,DE,0,Verified
T0005337,C00260,B002,2025-01-22 09:37:00,Transfer,ATM,613.59,GBP,L008,US,Individual,Purchase,2,IN,0,Verified
T0002924,C00222,B012,2025-01-22 10:19:00,Cash Deposit,Mobile,380.61,GBP,L006,NL,Own Account,Purchase,1,US,0,Verified
T0000423,C00115,B009,2025-01-22 11:30:00,Card,Mobile,315.9,GBP,L006,NL,Own Account,Cash,1,NL,0,Verified
T0000103,C00253,B012,2025-01-22 17:06:00,Card,Online,6475.1,GBP,L010,AU,Business,Transfer,2,PL,0,Verified
T0000157,C00274,B002,2025-01-22 20:03:00,Card,ATM,6334.96,GBP,L006,NL,Own Account,Purchase,1,NG,1,Verified
T0001341,C00262,B012,2025-01-22 20:03:00,Card,Online,664.36,GBP,L012,TR,Individual,Transfer,4,BR,0,Verified
T0002498,C00070,B007,2025-01-22 20:42:00,Card,ATM,2787.0,GBP,L016,HK,Individual,Purchase,3,AU,0,Verified
T0004483,C00043,B006,2025-01-22 22:04:00,Card,Branch,579.43,GBP,L001,GB,Individual,Transfer,1,US,0,Verified
T0005405,C00061,B003,2025-01-22 22:22:00,International Transfer,Branch,359.8,GBP,L014,BR,Individual,Purchase,3,CH,0,Verified
T0000588,C00154,B002,2025-01-23 02:15:00,Transfer,Online,801.73,GBP,L019,IN,Business,Salary,3,ZA,0,Verified
T0002909,C00026,B008,2025-01-23 02:52:00,Card,Branch,654.64,GBP,L017,CH,Business,Purchase,2,IT,0,Review Required
T0000439,C00141,B004,2025-01-23 03:07:00,Card,Online,297.71,GBP,L017,CH,Individual,Salary,2,US,0,Verified
T0002065,C00172,B006,2025-01-23 03:22:00,Card,ATM,1849.25,GBP,L016,HK,Business,Salary,3,NG,0,Verified
T0005594,C00151,B003,2025-01-23 08:26:00,International Transfer,ATM,216.93,GBP,L009,CA,Business,Transfer,2,US,0,Verified
T0005094,C00025,B006,2025-01-23 09:30:00,Transfer,ATM,738.17,GBP,L020,ZA,Own Account,Transfer,3,CH,0,Verified
T0003958,C00096,B006,2025-01-23 12:14:00,Card,Mobile,445.5,GBP,L018,PL,Own Account,Cash,2,IT,0,Verified
T0000913,C00172,B004,2025-01-23 12:26:00,Card,ATM,572.39,GBP,L006,NL,Own Account,Salary,1,NG,0,Verified
T0004024,C00129,B012,2025-01-23 12:44:00,Transfer,ATM,852.4,GBP,L006,NL,Own Account,Purchase,1,BR,0,Verified
T0004671,C00123,B004,2025-01-23 16:27:00,Cash Deposit,Mobile,2660.32,GBP,L017,CH,Own Account,Purchase,2,ES,0,Verified
T0001836,C00287,B010,2025-01-23 18:14:00,International Transfer,Branch,590.97,GBP,L018,PL,Business,Cash,2,AE,0,Verified
T0004790,C00081,B008,2025-01-23 18:57:00,Transfer,ATM,793.34,GBP,L006,NL,Business,Salary,1,BR,0,Verified
T0000729,C00100,B010,2025-01-23 19:25:00,Card,Online,3789.44,GBP,L007,IE,Own Account,Invoice,1,SG,0,Verified
T0004435,C00290,B012,2025-01-23 19:32:00,International Transfer,ATM,191.72,GBP,L004,ES,Individual,Invoice,1,AE,0,Verified
T0002135,C00247,B004,2025-01-23 21:44:00,Transfer,Mobile,697.63,GBP,L011,AE,Individual,Payment,4,IT,0,Verified
T0004600,C00255,B002,2025-01-24 00:01:00,Card,Online,3796.79,GBP,L002,FR,Individual,Cash,1,PL,0,Verified
T0005454,C00148,B012,2025-01-24 00:11:00,Card,ATM,1054.8,GBP,L005,IT,Individual,Payment,1,NL,0,Verified
T0005183,C00295,B010,2025-01-24 00:44:00,Card,Mobile,349.52,GBP,L001,GB,Business,Purchase,1,CH,0,Verified
T0002911,C00112,B004,2025-01-24 05:17:00,Cash Deposit,Online,235.78,GBP,L013,NG,Own Account,Salary,5,NG,0,Review Required
T0000776,C00022,B001,2025-01-24 07:20:00,Card,Branch,203.38,GBP,L010,AU,Own Account,Transfer,2,PL,0,Verified
T0004423,C00180,B004,2025-01-24 07:32:00,Card,Online,519.54,GBP,L018,PL,Business,Salary,2,HK,0,Verified
T0002787,C00251,B012,2025-01-24 08:31:00,Card,Mobile,705.05,GBP,L014,BR,Own Account,Purchase,3,ZA,0,Verified
T0000826,C00090,B008,2025-01-24 09:02:00,Card,Branch,153.82,GBP,L005,IT,Own Account,Cash,1,SG,0,Verified
T0001354,C00062,B012,2025-01-24 10:35:00,Card,Mobile,354.24,GBP,L015,SG,Business,Salary,2,ES,0,Verified
T0002709,C00110,B009,2025-01-24 12:09:00,Transfer,ATM,190.07,GBP,L010,AU,Business,Purchase,2,PL,0,Verified
T0002433,C00278,B010,2025-01-24 13:43:00,Card,Branch,3073.49,GBP,L007,IE,Own Account,Purchase,1,DE,0,Verified
T0003605,C00072,B011,2025-01-24 15:15:00,Cash Deposit,Branch,390.16,GBP,L001,GB,Own Account,Transfer,1,BR,0,Verified
T0001321,C00117,B011,2025-01-24 16:15:00,Card,Online,337.13,GBP,L019,IN,Individual,Transfer,3,BR,0,Verified
T0001594,C00286,B011,2025-01-24 16:26:00,International Transfer,Mobile,1651.96,GBP,L013,NG,Own Account,Payment,5,IT,0,Verified
T0000325,C00268,B004,2025-01-24 16:56:00,Card,Branch,1399.85,GBP,L014,BR,Own Account,Transfer,3,US,0,Verified
T0004025,C00146,B003,2025-01-24 22:52:00,Cash Deposit,Online,2175.91,GBP,L015,SG,Own Account,Payment,2,FR,0,Verified
T0004777,C00253,B010,2025-01-24 23:36:00,Card,Mobile,410.4,GBP,L010,AU,Individual,Payment,2,PL,0,Verified
